STT,MaHP,TenHP,SoTinChi,HocKy,NamHoc,MaLop,LichHoc,MaGV,GiangVien,MaKhoa,NgayBatDau,NgayKetThuc
2033,C25103906,Seminar định hướng KHVL,2,1,2025-2026,KHVL04,T7(1-2)-P.cs2:A106,GV0501,TS. Phan Nhật An,KHVL,2025-08-15,2025-12-30
2034,C25104001,Nhập môn chuyên ngành KHVL,4,1,2025-2026,KHVL05,T2(1-4)-P.cs2:A101,GV0502,ThS. Vũ Thị Bích,KHVL,2025-08-15,2025-12-30
2035,C25104002,Tư duy thuật toán KHVL,3,1,2025-2026,KHVL05,T3(1-3)-P.cs2:A102,GV0601,TS. Vũ Minh Dũng,KHVL,2025-08-15,2025-12-30
2036,C25104003,Công cụ học tập số KHVL,3,1,2025-2026,KHVL05,T4(1-3)-P.cs2:A103,GV0602,ThS. Võ Thanh Giang,KHVL,2025-08-15,2025-12-30
2037,C25104004,Kỹ năng học thuật KHVL,3,1,2025-2026,KHVL05,T5(1-3)-P.cs2:A104,GV0701,TS. Võ Anh Long,KHVL,2025-08-15,2025-12-30
2038,C25104005,Thực hành nền tảng KHVL,2,1,2025-2026,KHVL05,T6(1-2)-P.cs2:A105,GV0702,ThS. Đặng Phương Hương,KHVL,2025-08-15,2025-12-30
2039,C25104101,Nhập môn chuyên ngành SH,4,1,2025-2026,SH01,T2(1-4)-P.cs2:A101,GV0801,TS. Đặng Hữu Quân,SH,2025-08-15,2025-12-30
2040,C25104102,Tư duy thuật toán SH,3,1,2025-2026,SH01,T3(1-3)-P.cs2:A102,GV0802,ThS. Bùi Bảo Mai,SH,2025-08-15,2025-12-30
2041,C25104103,Công cụ học tập số SH,3,1,2025-2026,SH01,T4(1-3)-P.cs2:A103,GV0901,TS. Bùi Tuấn Việt,SH,2025-08-15,2025-12-30
2042,C25104104,Kỹ năng học thuật SH,3,1,2025-2026,SH01,T5(1-3)-P.cs2:A104,GV0902,ThS. Đỗ Mỹ Thảo,SH,2025-08-15,2025-12-30
2043,C25104105,Thực hành nền tảng SH,2,1,2025-2026,SH01,T6(1-2)-P.cs2:A105,GV1001,TS. Đỗ Bảo Đạt,SH,2025-08-15,2025-12-30
2044,C25104106,Seminar định hướng SH,2,1,2025-2026,SH01,T7(1-2)-P.cs2:A106,GV1002,ThS. Hồ Khánh Anh,SH,2025-08-15,2025-12-30
2045,C25104201,Nhập môn chuyên ngành SH,4,1,2025-2026,SH02,T2(1-4)-P.cs2:A101,GV1101,TS. Hồ Nhật Cường,SH,2025-08-15,2025-12-30
2046,C25104202,Tư duy thuật toán SH,3,1,2025-2026,SH02,T3(1-3)-P.cs2:A102,GV1102,ThS. Ngô Thị Dung,SH,2025-08-15,2025-12-30
2047,C25104203,Công cụ học tập số SH,3,1,2025-2026,SH02,T4(1-3)-P.cs2:A103,GV0101,TS. Lê Anh Hải,SH,2025-08-15,2025-12-30
2048,C25104204,Kỹ năng học thuật SH,3,1,2025-2026,SH02,T5(1-3)-P.cs2:A104,GV0102,ThS. Phạm Phương Hà,SH,2025-08-15,2025-12-30
2049,C25104205,Thực hành nền tảng SH,2,1,2025-2026,SH02,T6(1-2)-P.cs2:A105,GV0201,TS. Phạm Hữu Nam,SH,2025-08-15,2025-12-30
2050,C25104301,Nhập môn chuyên ngành SH,4,1,2025-2026,SH03,T2(1-4)-P.cs2:A101,GV0202,ThS. Hoàng Bảo Lan,SH,2025-08-15,2025-12-30
2051,C25104302,Tư duy thuật toán SH,3,1,2025-2026,SH03,T3(1-3)-P.cs2:A102,GV0301,TS. Hoàng Tuấn Sơn,SH,2025-08-15,2025-12-30
2052,C25104303,Công cụ học tập số SH,3,1,2025-2026,SH03,T4(1-3)-P.cs2:A103,GV0302,ThS. Huỳnh Mỹ My,SH,2025-08-15,2025-12-30
2053,C25104304,Kỹ năng học thuật SH,3,1,2025-2026,SH03,T5(1-3)-P.cs2:A104,GV0401,TS. Huỳnh Bảo Huy,SH,2025-08-15,2025-12-30
2054,C25104305,Thực hành nền tảng SH,2,1,2025-2026,SH03,T6(1-2)-P.cs2:A105,GV0402,ThS. Phan Khánh Trang,SH,2025-08-15,2025-12-30
2055,C25104306,Seminar định hướng SH,2,1,2025-2026,SH03,T7(1-2)-P.cs2:A106,GV0501,TS. Phan Nhật An,SH,2025-08-15,2025-12-30
2056,C25104401,Nhập môn chuyên ngành SH,4,1,2025-2026,SH04,T2(1-4)-P.cs2:A101,GV0502,ThS. Vũ Thị Bích,SH,2025-08-15,2025-12-30
2057,C25104402,Tư duy thuật toán SH,3,1,2025-2026,SH04,T3(1-3)-P.cs2:A102,GV0601,TS. Vũ Minh Dũng,SH,2025-08-15,2025-12-30
2058,C25104403,Công cụ học tập số SH,3,1,2025-2026,SH04,T4(1-3)-P.cs2:A103,GV0602,ThS. Võ Thanh Giang,SH,2025-08-15,2025-12-30
2059,C25104404,Kỹ năng học thuật SH,3,1,2025-2026,SH04,T5(1-3)-P.cs2:A104,GV0701,TS. Võ Anh Long,SH,2025-08-15,2025-12-30
2060,C25104405,Thực hành nền tảng SH,2,1,2025-2026,SH04,T6(1-2)-P.cs2:A105,GV0702,ThS. Đặng Phương Hương,SH,2025-08-15,2025-12-30
2061,C25104501,Nhập môn chuyên ngành SH,4,1,2025-2026,SH05,T2(1-4)-P.cs2:A101,GV0801,TS. Đặng Hữu Quân,SH,2025-08-15,2025-12-30
2062,C25104502,Tư duy thuật toán SH,3,1,2025-2026,SH05,T3(1-3)-P.cs2:A102,GV0802,ThS. Bùi Bảo Mai,SH,2025-08-15,2025-12-30
2063,C25104503,Công cụ học tập số SH,3,1,2025-2026,SH05,T4(1-3)-P.cs2:A103,GV0901,TS. Bùi Tuấn Việt,SH,2025-08-15,2025-12-30
2064,C25104504,Kỹ năng học thuật SH,3,1,2025-2026,SH05,T5(1-3)-P.cs2:A104,GV0902,ThS. Đỗ Mỹ Thảo,SH,2025-08-15,2025-12-30
2065,C25104505,Thực hành nền tảng SH,2,1,2025-2026,SH05,T6(1-2)-P.cs2:A105,GV1001,TS. Đỗ Bảo Đạt,SH,2025-08-15,2025-12-30
2066,C25104506,Seminar định hướng SH,2,1,2025-2026,SH05,T7(1-2)-P.cs2:A106,GV1002,ThS. Hồ Khánh Anh,SH,2025-08-15,2025-12-30
2067,C25104601,Nhập môn chuyên ngành TTH,4,1,2025-2026,TTH01,T2(1-4)-P.cs2:A101,GV1101,TS. Hồ Nhật Cường,TTH,2025-08-15,2025-12-30
2068,C25104602,Tư duy thuật toán TTH,3,1,2025-2026,TTH01,T3(1-3)-P.cs2:A102,GV1102,ThS. Ngô Thị Dung,TTH,2025-08-15,2025-12-30
2069,C25104603,Công cụ học tập số TTH,3,1,2025-2026,TTH01,T4(1-3)-P.cs2:A103,GV0101,TS. Lê Anh Hải,TTH,2025-08-15,2025-12-30
2070,C25104604,Kỹ năng học thuật TTH,3,1,2025-2026,TTH01,T5(1-3)-P.cs2:A104,GV0102,ThS. Phạm Phương Hà,TTH,2025-08-15,2025-12-30
2071,C25104605,Thực hành nền tảng TTH,2,1,2025-2026,TTH01,T6(1-2)-P.cs2:A105,GV0201,TS. Phạm Hữu Nam,TTH,2025-08-15,2025-12-30
2072,C25104701,Nhập môn chuyên ngành TTH,4,1,2025-2026,TTH02,T2(1-4)-P.cs2:A101,GV0202,ThS. Hoàng Bảo Lan,TTH,2025-08-15,2025-12-30
2073,C25104702,Tư duy thuật toán TTH,3,1,2025-2026,TTH02,T3(1-3)-P.cs2:A102,GV0301,TS. Hoàng Tuấn Sơn,TTH,2025-08-15,2025-12-30
2074,C25104703,Công cụ học tập số TTH,3,1,2025-2026,TTH02,T4(1-3)-P.cs2:A103,GV0302,ThS. Huỳnh Mỹ My,TTH,2025-08-15,2025-12-30
2075,C25104704,Kỹ năng học thuật TTH,3,1,2025-2026,TTH02,T5(1-3)-P.cs2:A104,GV0401,TS. Huỳnh Bảo Huy,TTH,2025-08-15,2025-12-30
2076,C25104705,Thực hành nền tảng TTH,2,1,2025-2026,TTH02,T6(1-2)-P.cs2:A105,GV0402,ThS. Phan Khánh Trang,TTH,2025-08-15,2025-12-30
2077,C25104706,Seminar định hướng TTH,2,1,2025-2026,TTH02,T7(1-2)-P.cs2:A106,GV0501,TS. Phan Nhật An,TTH,2025-08-15,2025-12-30
2078,C25104801,Nhập môn chuyên ngành TTH,4,1,2025-2026,TTH03,T2(1-4)-P.cs2:A101,GV0502,ThS. Vũ Thị Bích,TTH,2025-08-15,2025-12-30
2079,C25104802,Tư duy thuật toán TTH,3,1,2025-2026,TTH03,T3(1-3)-P.cs2:A102,GV0601,TS. Vũ Minh Dũng,TTH,2025-08-15,2025-12-30
2080,C25104803,Công cụ học tập số TTH,3,1,2025-2026,TTH03,T4(1-3)-P.cs2:A103,GV0602,ThS. Võ Thanh Giang,TTH,2025-08-15,2025-12-30
2081,C25104804,Kỹ năng học thuật TTH,3,1,2025-2026,TTH03,T5(1-3)-P.cs2:A104,GV0701,TS. Võ Anh Long,TTH,2025-08-15,2025-12-30
2082,C25104805,Thực hành nền tảng TTH,2,1,2025-2026,TTH03,T6(1-2)-P.cs2:A105,GV0702,ThS. Đặng Phương Hương,TTH,2025-08-15,2025-12-30
2083,C25104901,Nhập môn chuyên ngành TTH,4,1,2025-2026,TTH04,T2(1-4)-P.cs2:A101,GV0801,TS. Đặng Hữu Quân,TTH,2025-08-15,2025-12-30
2084,C25104902,Tư duy thuật toán TTH,3,1,2025-2026,TTH04,T3(1-3)-P.cs2:A102,GV0802,ThS. Bùi Bảo Mai,TTH,2025-08-15,2025-12-30
2085,C25104903,Công cụ học tập số TTH,3,1,2025-2026,TTH04,T4(1-3)-P.cs2:A103,GV0901,TS. Bùi Tuấn Việt,TTH,2025-08-15,2025-12-30
2086,C25104904,Kỹ năng học thuật TTH,3,1,2025-2026,TTH04,T5(1-3)-P.cs2:A104,GV0902,ThS. Đỗ Mỹ Thảo,TTH,2025-08-15,2025-12-30
2087,C25104905,Thực hành nền tảng TTH,2,1,2025-2026,TTH04,T6(1-2)-P.cs2:A105,GV1001,TS. Đỗ Bảo Đạt,TTH,2025-08-15,2025-12-30
2088,C25104906,Seminar định hướng TTH,2,1,2025-2026,TTH04,T7(1-2)-P.cs2:A106,GV1002,ThS. Hồ Khánh Anh,TTH,2025-08-15,2025-12-30
2089,C25105001,Nhập môn chuyên ngành TTH,4,1,2025-2026,TTH05,T2(1-4)-P.cs2:A101,GV1101,TS. Hồ Nhật Cường,TTH,2025-08-15,2025-12-30
2090,C25105002,Tư duy thuật toán TTH,3,1,2025-2026,TTH05,T3(1-3)-P.cs2:A102,GV1102,ThS. Ngô Thị Dung,TTH,2025-08-15,2025-12-30
2091,C25105003,Công cụ học tập số TTH,3,1,2025-2026,TTH05,T4(1-3)-P.cs2:A103,GV0101,TS. Lê Anh Hải,TTH,2025-08-15,2025-12-30
2092,C25105004,Kỹ năng học thuật TTH,3,1,2025-2026,TTH05,T5(1-3)-P.cs2:A104,GV0102,ThS. Phạm Phương Hà,TTH,2025-08-15,2025-12-30
2093,C25105005,Thực hành nền tảng TTH,2,1,2025-2026,TTH05,T6(1-2)-P.cs2:A105,GV0201,TS. Phạm Hữu Nam,TTH,2025-08-15,2025-12-30
2094,C25105101,Nhập môn chuyên ngành VL,4,1,2025-2026,VL01,T2(1-4)-P.cs2:A101,GV0202,ThS. Hoàng Bảo Lan,VL,2025-08-15,2025-12-30
2095,C25105102,Tư duy thuật toán VL,3,1,2025-2026,VL01,T3(1-3)-P.cs2:A102,GV0301,TS. Hoàng Tuấn Sơn,VL,2025-08-15,2025-12-30
2096,C25105103,Công cụ học tập số VL,3,1,2025-2026,VL01,T4(1-3)-P.cs2:A103,GV0302,ThS. Huỳnh Mỹ My,VL,2025-08-15,2025-12-30
2097,C25105104,Kỹ năng học thuật VL,3,1,2025-2026,VL01,T5(1-3)-P.cs2:A104,GV0401,TS. Huỳnh Bảo Huy,VL,2025-08-15,2025-12-30
2098,C25105105,Thực hành nền tảng VL,2,1,2025-2026,VL01,T6(1-2)-P.cs2:A105,GV0402,ThS. Phan Khánh Trang,VL,2025-08-15,2025-12-30
2099,C25105106,Seminar định hướng VL,2,1,2025-2026,VL01,T7(1-2)-P.cs2:A106,GV0501,TS. Phan Nhật An,VL,2025-08-15,2025-12-30
2100,C25105201,Nhập môn chuyên ngành VL,4,1,2025-2026,VL02,T2(1-4)-P.cs2:A101,GV0502,ThS. Vũ Thị Bích,VL,2025-08-15,2025-12-30
2101,C25105202,Tư duy thuật toán VL,3,1,2025-2026,VL02,T3(1-3)-P.cs2:A102,GV0601,TS. Vũ Minh Dũng,VL,2025-08-15,2025-12-30
2102,C25105203,Công cụ học tập số VL,3,1,2025-2026,VL02,T4(1-3)-P.cs2:A103,GV0602,ThS. Võ Thanh Giang,VL,2025-08-15,2025-12-30
2103,C25105204,Kỹ năng học thuật VL,3,1,2025-2026,VL02,T5(1-3)-P.cs2:A104,GV0701,TS. Võ Anh Long,VL,2025-08-15,2025-12-30
2104,C25105205,Thực hành nền tảng VL,2,1,2025-2026,VL02,T6(1-2)-P.cs2:A105,GV0702,ThS. Đặng Phương Hương,VL,2025-08-15,2025-12-30
2105,C25105301,Nhập môn chuyên ngành VL,4,1,2025-2026,VL03,T2(1-4)-P.cs2:A101,GV0801,TS. Đặng Hữu Quân,VL,2025-08-15,2025-12-30
2106,C25105302,Tư duy thuật toán VL,3,1,2025-2026,VL03,T3(1-3)-P.cs2:A102,GV0802,ThS. Bùi Bảo Mai,VL,2025-08-15,2025-12-30
2107,C25105303,Công cụ học tập số VL,3,1,2025-2026,VL03,T4(1-3)-P.cs2:A103,GV0901,TS. Bùi Tuấn Việt,VL,2025-08-15,2025-12-30
2108,C25105304,Kỹ năng học thuật VL,3,1,2025-2026,VL03,T5(1-3)-P.cs2:A104,GV0902,ThS. Đỗ Mỹ Thảo,VL,2025-08-15,2025-12-30
2109,C25105305,Thực hành nền tảng VL,2,1,2025-2026,VL03,T6(1-2)-P.cs2:A105,GV1001,TS. Đỗ Bảo Đạt,VL,2025-08-15,2025-12-30
2110,C25105306,Seminar định hướng VL,2,1,2025-2026,VL03,T7(1-2)-P.cs2:A106,GV1002,ThS. Hồ Khánh Anh,VL,2025-08-15,2025-12-30
2111,C25105401,Nhập môn chuyên ngành VL,4,1,2025-2026,VL04,T2(1-4)-P.cs2:A101,GV1101,TS. Hồ Nhật Cường,VL,2025-08-15,2025-12-30
2112,C25105402,Tư duy thuật toán VL,3,1,2025-2026,VL04,T3(1-3)-P.cs2:A102,GV1102,ThS. Ngô Thị Dung,VL,2025-08-15,2025-12-30
2113,C25105403,Công cụ học tập số VL,3,1,2025-2026,VL04,T4(1-3)-P.cs2:A103,GV0101,TS. Lê Anh Hải,VL,2025-08-15,2025-12-30
2114,C25105404,Kỹ năng học thuật VL,3,1,2025-2026,VL04,T5(1-3)-P.cs2:A104,GV0102,ThS. Phạm Phương Hà,VL,2025-08-15,2025-12-30
2115,C25105405,Thực hành nền tảng VL,2,1,2025-2026,VL04,T6(1-2)-P.cs2:A105,GV0201,TS. Phạm Hữu Nam,VL,2025-08-15,2025-12-30
2116,C25105501,Nhập môn chuyên ngành VL,4,1,2025-2026,VL05,T2(1-4)-P.cs2:A101,GV0202,ThS. Hoàng Bảo Lan,VL,2025-08-15,2025-12-30
2117,C25105502,Tư duy thuật toán VL,3,1,2025-2026,VL05,T3(1-3)-P.cs2:A102,GV0301,TS. Hoàng Tuấn Sơn,VL,2025-08-15,2025-12-30
2118,C25105503,Công cụ học tập số VL,3,1,2025-2026,VL05,T4(1-3)-P.cs2:A103,GV0302,ThS. Huỳnh Mỹ My,VL,2025-08-15,2025-12-30
2119,C25105504,Kỹ năng học thuật VL,3,1,2025-2026,VL05,T5(1-3)-P.cs2:A104,GV0401,TS. Huỳnh Bảo Huy,VL,2025-08-15,2025-12-30
2120,C25105505,Thực hành nền tảng VL,2,1,2025-2026,VL05,T6(1-2)-P.cs2:A105,GV0402,ThS. Phan Khánh Trang,VL,2025-08-15,2025-12-30
2121,C25105506,Seminar định hướng VL,2,1,2025-2026,VL05,T7(1-2)-P.cs2:A106,GV0501,TS. Phan Nhật An,VL,2025-08-15,2025-12-30
2122,C25200101,Cơ sở ngành chuyên sâu CNSH,4,2,2025-2026,CNSH01,T2(6-9)-P.cs2:B201,GV0502,ThS. Vũ Thị Bích,CNSH,2025-01-15,2026-05-30
2123,C25200102,Phương pháp nghiên cứu chuyên ngành CNSH,3,2,2025-2026,CNSH01,T3(6-8)-P.cs2:B202,GV0601,TS. Vũ Minh Dũng,CNSH,2025-01-15,2026-05-30
2124,C25200103,Thực hành cơ sở chuyên ngành CNSH,3,2,2025-2026,CNSH01,T4(6-8)-P.cs2:B203,GV0602,ThS. Võ Thanh Giang,CNSH,2025-01-15,2026-05-30
2125,C25200104,Ứng dụng chuyên ngành CNSH,3,2,2025-2026,CNSH01,T5(6-8)-P.cs2:B204,GV0701,TS. Võ Anh Long,CNSH,2025-01-15,2026-05-30
2126,C25200105,Seminar học thuật CNSH,2,2,2025-2026,CNSH01,T6(6-7)-P.cs2:B205,GV0702,ThS. Đặng Phương Hương,CNSH,2025-01-15,2026-05-30
2127,C25200106,Dự án học phần CNSH,2,2,2025-2026,CNSH01,T7(6-7)-P.cs2:B206,GV0801,TS. Đặng Hữu Quân,CNSH,2025-01-15,2026-05-30
2128,HP031,Nhập môn công nghệ sinh học,3,2,2025-2026,CNSH01,T3(2-4)-P.C101,GV0701,TS. Võ Anh Long,CNSH,2026-01-12,2026-05-30
2129,C25200201,Cơ sở ngành chuyên sâu CNSH,4,2,2025-2026,CNSH02,T2(6-9)-P.cs2:B201,GV0802,ThS. Bùi Bảo Mai,CNSH,2025-01-15,2026-05-30
2130,C25200202,Phương pháp nghiên cứu chuyên ngành CNSH,3,2,2025-2026,CNSH02,T3(6-8)-P.cs2:B202,GV0901,TS. Bùi Tuấn Việt,CNSH,2025-01-15,2026-05-30
2131,C25200203,Thực hành cơ sở chuyên ngành CNSH,3,2,2025-2026,CNSH02,T4(6-8)-P.cs2:B203,GV0902,ThS. Đỗ Mỹ Thảo,CNSH,2025-01-15,2026-05-30
2132,C25200204,Ứng dụng chuyên ngành CNSH,3,2,2025-2026,CNSH02,T5(6-8)-P.cs2:B204,GV1001,TS. Đỗ Bảo Đạt,CNSH,2025-01-15,2026-05-30
2133,C25200205,Seminar học thuật CNSH,2,2,2025-2026,CNSH02,T6(6-7)-P.cs2:B205,GV1002,ThS. Hồ Khánh Anh,CNSH,2025-01-15,2026-05-30
2134,HP032,Kỹ thuật gen,3,2,2025-2026,CNSH02,T3(2-4)-P.C101,GV0702,ThS. Đặng Phương Hương,CNSH,2026-01-12,2026-05-30
2135,C25200301,Cơ sở ngành chuyên sâu CNSH,4,2,2025-2026,CNSH03,T2(6-9)-P.cs2:B201,GV1101,TS. Hồ Nhật Cường,CNSH,2025-01-15,2026-05-30
2136,C25200302,Phương pháp nghiên cứu chuyên ngành CNSH,3,2,2025-2026,CNSH03,T3(6-8)-P.cs2:B202,GV1102,ThS. Ngô Thị Dung,CNSH,2025-01-15,2026-05-30
2137,C25200303,Thực hành cơ sở chuyên ngành CNSH,3,2,2025-2026,CNSH03,T4(6-8)-P.cs2:B203,GV0101,TS. Lê Anh Hải,CNSH,2025-01-15,2026-05-30
2138,C25200304,Ứng dụng chuyên ngành CNSH,3,2,2025-2026,CNSH03,T5(6-8)-P.cs2:B204,GV0102,ThS. Phạm Phương Hà,CNSH,2025-01-15,2026-05-30
2139,C25200305,Seminar học thuật CNSH,2,2,2025-2026,CNSH03,T6(6-7)-P.cs2:B205,GV0201,TS. Phạm Hữu Nam,CNSH,2025-01-15,2026-05-30
2140,C25200306,Dự án học phần CNSH,2,2,2025-2026,CNSH03,T7(6-7)-P.cs2:B206,GV0202,ThS. Hoàng Bảo Lan,CNSH,2025-01-15,2026-05-30
2141,HP033,Công nghệ enzyme,3,2,2025-2026,CNSH03,T3(2-4)-P.C101,GV0801,TS. Đặng Hữu Quân,CNSH,2026-01-12,2026-05-30
2142,C25200401,Cơ sở ngành chuyên sâu CNSH,4,2,2025-2026,CNSH04,T2(6-9)-P.cs2:B201,GV0301,TS. Hoàng Tuấn Sơn,CNSH,2025-01-15,2026-05-30
2143,C25200402,Phương pháp nghiên cứu chuyên ngành CNSH,3,2,2025-2026,CNSH04,T3(6-8)-P.cs2:B202,GV0302,ThS. Huỳnh Mỹ My,CNSH,2025-01-15,2026-05-30
2144,C25200403,Thực hành cơ sở chuyên ngành CNSH,3,2,2025-2026,CNSH04,T4(6-8)-P.cs2:B203,GV0401,TS. Huỳnh Bảo Huy,CNSH,2025-01-15,2026-05-30
2145,C25200404,Ứng dụng chuyên ngành CNSH,3,2,2025-2026,CNSH04,T5(6-8)-P.cs2:B204,GV0402,ThS. Phan Khánh Trang,CNSH,2025-01-15,2026-05-30
2146,C25200405,Seminar học thuật CNSH,2,2,2025-2026,CNSH04,T6(6-7)-P.cs2:B205,GV0501,TS. Phan Nhật An,CNSH,2025-01-15,2026-05-30
2147,HP034,Nuôi cấy mô,3,2,2025-2026,CNSH04,T3(2-4)-P.C101,GV0802,ThS. Bùi Bảo Mai,CNSH,2026-01-12,2026-05-30
2148,C25200501,Cơ sở ngành chuyên sâu CNSH,4,2,2025-2026,CNSH05,T2(6-9)-P.cs2:B201,GV0502,ThS. Vũ Thị Bích,CNSH,2025-01-15,2026-05-30
2149,C25200502,Phương pháp nghiên cứu chuyên ngành CNSH,3,2,2025-2026,CNSH05,T3(6-8)-P.cs2:B202,GV0601,TS. Vũ Minh Dũng,CNSH,2025-01-15,2026-05-30
2150,C25200503,Thực hành cơ sở chuyên ngành CNSH,3,2,2025-2026,CNSH05,T4(6-8)-P.cs2:B203,GV0602,ThS. Võ Thanh Giang,CNSH,2025-01-15,2026-05-30
2151,C25200504,Ứng dụng chuyên ngành CNSH,3,2,2025-2026,CNSH05,T5(6-8)-P.cs2:B204,GV0701,TS. Võ Anh Long,CNSH,2025-01-15,2026-05-30
2152,C25200505,Seminar học thuật CNSH,2,2,2025-2026,CNSH05,T6(6-7)-P.cs2:B205,GV0702,ThS. Đặng Phương Hương,CNSH,2025-01-15,2026-05-30
2153,C25200506,Dự án học phần CNSH,2,2,2025-2026,CNSH05,T7(6-7)-P.cs2:B206,GV0801,TS. Đặng Hữu Quân,CNSH,2025-01-15,2026-05-30
2154,HP035,Sinh học phân tử,3,2,2025-2026,CNSH05,T3(2-4)-P.C101,GV0901,TS. Bùi Tuấn Việt,CNSH,2026-01-12,2026-05-30
2155,C25200601,Cơ sở ngành chuyên sâu CNTT,4,2,2025-2026,CNTT01,T2(6-9)-P.cs2:B201,GV0802,ThS. Bùi Bảo Mai,CNTT,2025-01-15,2026-05-30
2156,C25200602,Phương pháp nghiên cứu chuyên ngành CNTT,3,2,2025-2026,CNTT01,T3(6-8)-P.cs2:B202,GV0901,TS. Bùi Tuấn Việt,CNTT,2025-01-15,2026-05-30
2157,C25200603,Thực hành cơ sở chuyên ngành CNTT,3,2,2025-2026,CNTT01,T4(6-8)-P.cs2:B203,GV0902,ThS. Đỗ Mỹ Thảo,CNTT,2025-01-15,2026-05-30
2158,C25200604,Ứng dụng chuyên ngành CNTT,3,2,2025-2026,CNTT01,T5(6-8)-P.cs2:B204,GV1001,TS. Đỗ Bảo Đạt,CNTT,2025-01-15,2026-05-30
2159,C25200605,Seminar học thuật CNTT,2,2,2025-2026,CNTT01,T6(6-7)-P.cs2:B205,GV1002,ThS. Hồ Khánh Anh,CNTT,2025-01-15,2026-05-30
2160,HP012,Cơ sở dữ liệu,4,2,2025-2026,CNTT01,T3(2-4)-P.C101,GV0802,ThS. Bùi Bảo Mai,CNTT,2026-01-12,2026-05-30
2161,C25200701,Cơ sở ngành chuyên sâu CNTT,4,2,2025-2026,CNTT02,T2(6-9)-P.cs2:B201,GV1101,TS. Hồ Nhật Cường,CNTT,2025-01-15,2026-05-30
2162,C25200702,Phương pháp nghiên cứu chuyên ngành CNTT,3,2,2025-2026,CNTT02,T3(6-8)-P.cs2:B202,GV1102,ThS. Ngô Thị Dung,CNTT,2025-01-15,2026-05-30
2163,C25200703,Thực hành cơ sở chuyên ngành CNTT,3,2,2025-2026,CNTT02,T4(6-8)-P.cs2:B203,GV0101,TS. Lê Anh Hải,CNTT,2025-01-15,2026-05-30
2164,C25200704,Ứng dụng chuyên ngành CNTT,3,2,2025-2026,CNTT02,T5(6-8)-P.cs2:B204,GV0102,ThS. Phạm Phương Hà,CNTT,2025-01-15,2026-05-30
2165,C25200705,Seminar học thuật CNTT,2,2,2025-2026,CNTT02,T6(6-7)-P.cs2:B205,GV0201,TS. Phạm Hữu Nam,CNTT,2025-01-15,2026-05-30
2166,C25200706,Dự án học phần CNTT,2,2,2025-2026,CNTT02,T7(6-7)-P.cs2:B206,GV0202,ThS. Hoàng Bảo Lan,CNTT,2025-01-15,2026-05-30
2167,HP001,Lập trình Web,4,2,2025-2026,CNTT02,T3(2-4)-P.C101,GV0301,TS. Hoàng Tuấn Sơn,CNTT,2026-01-12,2026-05-30
2168,C25200801,Cơ sở ngành chuyên sâu CNTT,4,2,2025-2026,CNTT03,T2(6-9)-P.cs2:B201,GV0301,TS. Hoàng Tuấn Sơn,CNTT,2025-01-15,2026-05-30
2169,C25200802,Phương pháp nghiên cứu chuyên ngành CNTT,3,2,2025-2026,CNTT03,T3(6-8)-P.cs2:B202,GV0302,ThS. Huỳnh Mỹ My,CNTT,2025-01-15,2026-05-30
2170,C25200803,Thực hành cơ sở chuyên ngành CNTT,3,2,2025-2026,CNTT03,T4(6-8)-P.cs2:B203,GV0401,TS. Huỳnh Bảo Huy,CNTT,2025-01-15,2026-05-30
2171,C25200804,Ứng dụng chuyên ngành CNTT,3,2,2025-2026,CNTT03,T5(6-8)-P.cs2:B204,GV0402,ThS. Phan Khánh Trang,CNTT,2025-01-15,2026-05-30
2172,C25200805,Seminar học thuật CNTT,2,2,2025-2026,CNTT03,T6(6-7)-P.cs2:B205,GV0501,TS. Phan Nhật An,CNTT,2025-01-15,2026-05-30
2173,HP002,Cấu trúc dữ liệu,4,2,2025-2026,CNTT03,T3(2-4)-P.C101,GV0302,ThS. Huỳnh Mỹ My,CNTT,2026-01-12,2026-05-30
2174,C25200901,Cơ sở ngành chuyên sâu CNTT,4,2,2025-2026,CNTT04,T2(6-9)-P.cs2:B201,GV0502,ThS. Vũ Thị Bích,CNTT,2025-01-15,2026-05-30
2175,C25200902,Phương pháp nghiên cứu chuyên ngành CNTT,3,2,2025-2026,CNTT04,T3(6-8)-P.cs2:B202,GV0601,TS. Vũ Minh Dũng,CNTT,2025-01-15,2026-05-30
2176,C25200903,Thực hành cơ sở chuyên ngành CNTT,3,2,2025-2026,CNTT04,T4(6-8)-P.cs2:B203,GV0602,ThS. Võ Thanh Giang,CNTT,2025-01-15,2026-05-30
2177,C25200904,Ứng dụng chuyên ngành CNTT,3,2,2025-2026,CNTT04,T5(6-8)-P.cs2:B204,GV0701,TS. Võ Anh Long,CNTT,2025-01-15,2026-05-30
2178,C25200905,Seminar học thuật CNTT,2,2,2025-2026,CNTT04,T6(6-7)-P.cs2:B205,GV0702,ThS. Đặng Phương Hương,CNTT,2025-01-15,2026-05-30
2179,C25200906,Dự án học phần CNTT,2,2,2025-2026,CNTT04,T7(6-7)-P.cs2:B206,GV0801,TS. Đặng Hữu Quân,CNTT,2025-01-15,2026-05-30
2180,HP003,Mạng máy tính,4,2,2025-2026,CNTT04,T3(2-4)-P.C101,GV0401,TS. Huỳnh Bảo Huy,CNTT,2026-01-12,2026-05-30
